Beat Strength,Zero Crossing Rate,Note Density,Chroma Features,Pitch Class Distribution,Harmonic-to-Noise Ratio,Pitch Variation,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,RMS Energy,Dynamic Range,Crescendo Detection,Transient Strength,Silence Ratio,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Score
1.248082294,0.136513928,4.36113307,0.373114311,0.500344656,-3.60E-06,136.0454888,1859.304675,1869.296831,17.99311766,0.064948331,0.163652729,0.049587554,1.248082294,0.001052355,-182.0665691,86.47129757,-0.835603109,8.805499461,-2.103229683,-2.512131477,-3.513081356,-3.888476254,-0.604846672,-1.205639353,-3.548357443,-4.340153263,-4.516408137,25.925
1.20418645,0.130121968,4.044871795,0.3785908,0.440810513,-4.03E-06,175.4012826,1821.558308,1857.185552,18.14004067,0.08544292,0.196108991,0.049432621,1.20418645,0.000687821,-144.100751,86.46675258,-3.578191372,12.7924938,2.055019668,1.729092484,0.979823833,0.421380635,1.69380592,0.835906471,-1.591976542,-1.766667874,-2.251497693,24.95
1.153421252,0.13523521,3.886111111,0.380914883,0.481734383,-2.27E-07,134.3702242,1867.51424,1880.036543,17.64186346,0.029377089,0.09407009,0.029320086,1.153421252,0.004530729,-237.5087448,91.24279708,-1.98158176,1.680393925,-1.14847101,-6.164147626,-4.349339746,-5.722964738,-3.579910923,-4.786406093,-5.259098313,-6.924709792,-5.860722396,25.95
1.244605655,0.135979029,4.503333333,0.372849934,0.490053977,-2.89E-06,171.9033601,1861.022545,1847.730057,18.14095255,0.07158859,0.173152736,0.051762208,1.244605655,0.00031814,-151.6588392,85.6465049,-5.620998545,11.10585857,-0.604453088,-1.156151987,-0.958750387,-0.490534931,1.03988705,1.419241593,-3.607235083,-3.062866053,-3.94497722,26.6
1.199292809,0.113567066,4.092592593,0.366391567,0.486444512,2.12E-07,96.68673354,1686.653616,1833.876799,18.62416148,0.074480605,0.213956107,0.062168889,1.199292809,0.000285469,-160.1217299,95.527771,4.11042893,7.94623142,-0.383014682,-2.729663345,-4.18132987,-4.498121673,-3.878614862,-2.406732098,-6.494925995,-6.329118655,-8.026140664,26.85
1.209747252,0.177030595,4.492735043,0.38457452,0.490894695,-2.45E-06,185.5025281,2198.253942,1964.562652,18.24984464,0.077798783,0.175465801,0.043698749,1.209747252,0.000242931,-123.7876653,68.23664077,-0.536487225,13.53164417,-9.317533363,4.155242122,-3.101242435,-5.996028813,0.312820315,-4.14135936,-4.55265882,-4.253983846,-4.9775978,26.575
1.259587731,0.119097443,5.171794872,0.366955038,0.418609774,-3.40E-06,137.3461662,1719.110336,1765.289596,18.3977205,0.083576072,0.165352655,0.039692043,1.259587731,0.00021899,-145.9727589,92.32742762,-5.193605904,14.57362811,3.092359286,2.624475179,0.694806887,2.864093997,1.47195314,2.258637856,0.215159482,-2.048739525,-2.089590708,27.8
1.187363424,0.154204081,4.424484848,0.36124864,0.492895308,-2.81E-06,160.74389,2004.861637,1907.000332,18.16737562,0.064141906,0.148333638,0.033564455,1.187363424,0.004837364,-166.4017186,78.7480634,-1.545294271,8.988557904,-5.601441805,-0.217502832,-3.618908838,-4.728600394,-0.533317746,-4.546444385,-4.932952892,-3.698484703,-1.214636329,27.525
1.200361148,0.128305226,4.229333333,0.373628619,0.465063209,-2.15E-06,128.0580224,1777.024276,1792.597983,18.24885106,0.064077902,0.14708995,0.037682162,1.200361148,0.00030923,-169.7418036,91.9760118,-4.856649923,10.61135988,1.11349488,1.040733965,-1.102077177,0.003069825,0.710846908,-0.220204952,-0.671001568,-3.822047681,-1.756449148,28.075
1.096181639,0.12474164,3.788518519,0.362779256,0.458909791,-7.72E-07,143.9498076,1722.91156,1755.616241,18.80499158,0.066245635,0.13623969,0.036578972,1.096181639,0.001686227,-156.1600982,92.92856533,-8.408278097,12.34854897,2.926472437,2.858529141,0.557230907,0.232306392,1.509093553,-0.340163954,-5.786435446,-4.191540855,-0.571580069,28.7
1.18768771,0.128347708,4.466285714,0.358766211,0.472170441,-6.93E-07,140.0385096,1770.872569,1787.480562,18.15065428,0.063991048,0.142834048,0.043833871,1.18768771,0.000573048,-178.9724275,91.68589772,-5.623710584,14.09096732,-2.514360348,-1.334451413,-1.794406944,-0.437883218,-0.426973547,-1.173185893,-2.043243548,-1.639312354,-2.395305096,28.5
1.173963124,0.107738071,4.375151515,0.343771718,0.438350972,3.42E-06,129.8318503,1608.609722,1727.540217,18.80324763,0.022942706,0.056329893,0.016017599,1.173963124,0.000557523,-287.8976468,99.416632,-1.762993506,6.365121845,-0.742768567,2.814243566,-2.268863738,-2.959868656,-1.852290098,-0.268338592,-2.617803026,-5.808524652,-3.969558989,28.9
1.090195614,0.132912397,4.204,0.406193378,0.457921764,5.40E-06,137.2966598,1902.601154,1875.418884,18.21397065,0.065186532,0.139441865,0.036430415,1.090195614,0.000265083,-155.9972439,84.30825804,-6.940481855,7.63882228,-0.292539289,0.626988848,-1.061124442,-0.652068149,0.905822915,-0.052919789,-2.578801572,-3.947119107,-3.594957291,28.9
1.15618956,0.120108008,3.998850575,0.401308942,0.496098334,-1.90E-07,141.0373497,1687.550158,1759.468985,17.48332893,0.030357841,0.081859588,0.024078024,1.15618956,0.000558908,-244.4526917,99.28411934,-7.377783384,5.952125838,-1.017225139,-2.396946708,0.471059795,-2.166947942,0.462275925,0.676710593,-1.56267631,-2.894891377,-3.713267562,29.4
1.198085154,0.129581146,4.729757344,0.384149075,0.452002374,-4.09E-07,139.2836754,1841.882427,1887.676245,18.22411929,0.060920454,0.137082763,0.04389838,1.198085154,0.00030555,-167.5566741,87.7882097,-1.57088188,11.02558934,1.937051161,0.999857448,0.271247676,-0.154717566,1.323042263,-0.192448211,-3.134598722,-2.305498555,-3.004056907,22.025
1.118498953,0.117619616,4.605636071,0.342329806,0.43666473,-4.66E-07,104.5261111,1634.788173,1722.921346,19.28533063,0.031743323,0.076466961,0.018209798,1.118498953,0.000498084,-249.3312861,97.91037252,-0.099340595,16.09822617,-1.358637692,-2.312573962,-1.825206367,-3.636817122,-0.096962228,-1.060513561,-3.595795595,-5.64929608,-6.232344833,22.35
1.268993879,0.127495803,4.055357143,0.401857643,0.455555321,-5.25E-07,148.2287076,1843.12372,1851.16702,17.82632239,0.049238101,0.137206261,0.038934391,1.268993879,0.000353776,-190.6929339,88.80485479,-4.009497234,11.32305085,3.854900449,2.572674806,0.708917839,0.280250958,2.095547402,1.101197384,-2.257268686,-2.965325207,-2.701452327,22.925
1.20674522,0.131990296,4.058928571,0.372835438,0.444307304,-1.76E-06,142.4400913,1783.805981,1795.937479,18.44323348,0.044138792,0.115784644,0.036368958,1.20674522,0.000444531,-208.2861431,93.40592071,-7.543146607,5.667640853,0.098106959,-0.466182266,0.868812666,-0.035089186,2.555569474,2.280369368,-2.091157943,-3.22469552,-3.029329918,24.075
1.273066224,0.129429462,4.402463054,0.383523833,0.492281978,-3.32E-07,166.623958,1861.314037,1878.982879,17.89242395,0.052950719,0.134757194,0.042327877,1.273066224,0.00034375,-182.0282962,86.62140821,-6.913596726,7.440907545,1.142597478,-0.29140237,1.977092829,1.155438085,2.246356331,-0.74717138,-3.408736792,-3.956482834,-3.496974469,24.925
1.168494935,0.122298855,4.084405458,0.378562222,0.477698381,2.78E-07,169.0969084,1700.130113,1771.11568,18.00996829,0.045334198,0.112634472,0.031738909,1.168494935,0.000377546,-208.5799682,96.62835707,-5.54692912,5.492092367,1.726850828,-0.388668187,-2.44490606,-2.49677167,-1.947602625,-2.358562851,-5.241556153,-4.279044674,-3.997177798,25.2
1.268092461,0.096504507,5.096296296,0.366536261,0.430039996,-3.24E-07,107.3349602,1586.457589,1798.576885,18.4895366,0.083130023,0.181473772,0.046858885,1.268092461,0.000221867,-159.4304013,99.88190311,4.859640752,11.76027096,6.050102511,9.199255748,0.498484219,0.570852542,1.508336119,-1.116659531,-3.388102384,-4.531816317,-2.998480728,26.25
1.184153559,0.122734385,4.241975309,0.382008324,0.473332256,5.80E-07,164.5587955,1797.615487,1846.434555,18.17917634,0.062224895,0.154858146,0.046049002,1.184153559,0.010230941,-179.612432,86.26094196,-2.776578777,12.21394126,4.112337777,3.240861856,0.277373223,0.530615701,2.506199687,0.573503945,-1.39336992,-0.851915275,-0.360082645,26.9
1.312461487,0.109771221,3.434057971,0.359397254,0.483761249,-4.00E-07,130.8126469,1566.092285,1702.791512,18.92279323,0.042205629,0.11098161,0.035590677,1.312461487,0.0005512,-237.2255813,104.9936866,-0.358581483,7.170089043,-1.598017107,-0.755925637,-1.549170338,-2.500612416,-0.396233079,-2.614858523,-2.937532673,-4.113232483,-2.117719232,26.825
1.281146285,0.094302714,3.340123457,0.384987968,0.445651127,-3.35E-07,113.6264853,1468.770428,1669.528022,18.54412011,0.049726745,0.128330106,0.03517693,1.281146285,0.000640162,-246.1647175,108.8155749,6.553572729,16.8420704,2.348982279,4.411586846,2.744221134,1.38810127,2.353230687,0.893965369,-0.117114973,-4.242615521,-1.474791174,27.475
1.031955616,0.087874877,4.419097222,0.370897552,0.479629323,1.34E-07,99.71687883,1359.386221,1635.768548,18.27124486,0.018127029,0.049191321,0.012040097,1.031955616,0.004036502,-330.4437308,118.8885405,6.891798792,6.288382083,0.318341985,-4.657574083,-4.929157924,-7.477773254,-3.55449466,-4.941795875,-3.455180067,-6.023708157,-5.172310033,27.8
1.39783333,0.138630725,4.581666667,0.386116449,0.503823465,-1.74E-07,134.8617361,1901.97142,1927.138098,18.57050108,0.031303161,0.09090989,0.02231736,1.39783333,0.000533854,-235.8047765,85.9922608,4.032782585,8.579379615,-2.054090888,0.326871348,-2.648234142,-0.675521094,2.075294882,0.415347968,0.583853393,-1.294410992,-1.953162201,28.475
1.362297419,0.119475961,4.457142857,0.391731056,0.52687451,-3.72E-07,128.5887113,1717.467941,1833.702396,18.59133771,0.023760138,0.082384021,0.022310116,1.362297419,0.000725099,-276.1613867,96.14441276,6.337119269,9.929982914,-4.951987927,-0.161222398,-0.479309186,-0.959945436,-3.991700827,-2.831092214,-4.462734314,-5.317622857,-2.313971751,29.25
1.456627069,0.123825037,4.850574713,0.387108792,0.491865556,-5.25E-07,133.9880118,1753.874993,1815.814964,18.43778493,0.032446367,0.096916965,0.029737094,1.456627069,0.000542241,-252.9975855,93.12317386,1.881432173,12.26913904,0.076408918,-1.707385652,-1.545835784,-3.081164617,0.553017173,-0.135291974,-0.46332662,-2.167711928,-0.143476471,28.825
1.351775825,0.11721685,4.040277778,0.396885042,0.502515958,-8.67E-07,127.5768593,1683.276142,1805.403937,18.09117985,0.036461615,0.104550154,0.031583441,1.351775825,0.001139062,-257.1747039,96.7124565,2.961727858,8.583510688,-2.167693093,2.515960391,0.077752087,-2.260631567,-0.707956402,1.505129666,1.779570254,-0.199017714,-0.077153224,28.925
1.400266148,0.12929751,4.211111111,0.390901771,0.534148123,-3.96E-07,119.7538719,1762.127464,1820.055467,18.50225642,0.027860928,0.087442911,0.028754442,1.400266148,0.000880093,-255.7494663,94.33826659,1.904614459,7.51744833,-4.605795124,-3.372806541,-8.989142619,-2.124002535,-0.254318052,-2.716206105,-2.246021373,-4.209841741,0.216088064,28.975
1.333851741,0.125230559,4.11969697,0.374960847,0.499381572,-5.37E-07,134.904149,1765.105196,1831.97152,18.6465526,0.026118599,0.077161565,0.024738343,1.333851741,0.000516288,-248.4713414,93.99121518,-1.809893397,7.259989109,-3.165809806,-0.348941175,-2.651816854,-3.524929391,-0.159429445,-0.582960492,-3.01250081,-4.002757235,-1.095796353,20.925
1.324510543,0.119122461,3.936231884,0.349236344,0.481030766,-6.07E-07,141.3926406,1670.076467,1773.7066,19.14998164,0.022860366,0.06750506,0.019541745,1.324510543,0.000702083,-288.0022009,98.21067787,3.67790157,7.447832209,-4.882178809,-1.123521613,-5.968501161,-4.487419122,-1.098009199,-1.925940234,-3.23451638,-3.994368121,-1.063017712,22.875
1.4107142,0.14124594,4.197333333,0.381883769,0.508409726,-7.02E-07,158.8461774,1863.285056,1840.097643,18.57084888,0.025481926,0.083045303,0.026806591,1.4107142,0.000632,-254.052336,88.01074176,-5.832309756,6.895938819,-3.747088855,0.128537343,-1.826449055,-1.835749346,0.116453783,-1.752651115,-0.30018955,-2.777209817,-1.327524992,24.225
1.36793825,0.136283884,4.393055556,0.402937926,0.52226657,-7.56E-07,153.0910951,1800.843066,1811.950715,18.21140996,0.022084454,0.06937244,0.019409249,1.36793825,0.001368576,-294.0692008,93.64894679,-3.94747697,5.811492158,-4.598676435,-2.824437628,-2.768693735,-2.926364997,-0.62009545,-1.118810623,-1.452752227,-3.288458992,-0.804758346,25.413
1.366700032,0.117406053,4.226666667,0.387711764,0.501937154,-3.13E-06,135.5821736,1684.309788,1798.750071,18.30571809,0.024246819,0.064278711,0.018527824,1.366700032,0.001285083,-286.0296712,96.02132736,0.396239366,13.57604995,2.747757253,5.108088652,0.846118136,2.30624315,2.251031176,0.237204649,-1.903731494,-2.068689198,-1.166611906,25.275
1.188788338,0.126230571,4.288425926,0.370123069,0.481657258,-4.90E-08,127.9196809,1831.38734,1885.176862,17.59314287,0.010330844,0.030195548,0.010483743,1.188788338,0.008176562,-348.8655233,91.44150467,-1.134470292,0.47287125,-3.145435588,-6.82063696,-6.137348346,-7.780193708,-5.407516165,-6.029444715,-6.580412742,-7.076779813,-5.679205479,26.025
1.340012887,0.119230421,4.493589744,0.385782917,0.491210721,-7.46E-07,149.7773638,1656.187345,1740.603195,18.72730062,0.025508239,0.071907909,0.02220088,1.340012887,0.000701923,-269.3126573,99.99873585,-3.373264067,8.928679946,-0.468192528,0.252092588,-0.320322454,-2.819486976,-0.33466833,-1.139396968,-3.562771538,-4.875925823,-3.497459258,26.1
1.327833514,0.109310731,4.673809524,0.396455786,0.495001025,-7.19E-07,105.4634927,1596.020207,1746.699074,18.35365827,0.034335979,0.09507514,0.02658077,1.327833514,0.00037859,-237.1391358,105.4711262,1.287072681,9.670262739,0.031593436,1.614991919,-0.6412818,-0.252871543,1.339806588,-1.413916158,-3.292484214,-2.672348867,-0.946233959,26.788
1.364150715,0.124518074,4.359259259,0.379149448,0.463074344,-1.56E-06,107.5865833,1761.864882,1834.115796,18.49013189,0.038172159,0.095813111,0.032582128,1.364150715,0.000357639,-214.2966085,94.41948496,-0.911847492,6.191518589,-2.002378373,0.983254069,-1.780691341,-1.419375949,1.073687741,0.03562616,-1.070229857,-3.073143386,-0.670381764,27.4
1.353563576,0.116168828,4.500862069,0.381450598,0.504527034,-4.32E-07,128.9373101,1636.647014,1766.264782,18.67683051,0.039710041,0.094716894,0.02582075,1.353563576,0.000406286,-226.6117047,102.1132288,1.465869477,8.039738047,-0.499039704,1.405855093,-4.997276324,-0.991600957,-0.153710124,-1.818916623,-1.839581639,-2.819197776,-3.534759506,28.075
1.39521668,0.126116605,4.673333333,0.369636825,0.482018248,-6.06E-07,126.6283519,1718.179035,1784.93327,18.7508997,0.030862447,0.083682462,0.025266301,1.39521668,0.000468944,-244.1290992,97.82988796,-2.430600446,6.462650611,-3.728313558,-3.17055421,-1.322374759,-2.682967278,0.462128643,-0.691898011,-2.218733667,-3.255545918,-0.490073177,27.825
1.366403248,0.134232606,4.309333333,0.416598598,0.522426006,-7.85E-07,156.0402284,1810.973418,1831.936334,17.98341775,0.035809404,0.089686293,0.025033463,1.366403248,0.00047,-220.7376502,91.8192768,-5.44945032,5.339242876,-2.517607514,-0.679459262,-1.9552411,0.134547217,-0.250951132,-0.285896879,-2.135414901,-2.675639657,-0.864692389,28.288
1.320362652,0.118857762,4.525925926,0.409973962,0.482867011,-2.57E-07,121.7644121,1722.28938,1811.12813,18.5115555,0.036531395,0.098024896,0.027919338,1.320362652,0.000422299,-228.5796067,94.972323,-1.4639866,9.480198781,1.878530382,1.752914547,2.738271264,1.825539679,3.874581921,1.518385819,-0.845027335,-2.318216151,-0.134492911,29.025
